grandprix,year,driver_name,driver_code,driver_number,track,track_type,wet_dry,fastest_lap_time,avg_lap_time,avg_sector_1_time,avg_sector_2_time,avg_sector_3_time,pitstops,grid_position,finished_position,recent_form_5,recent_form_3,recent_podiums_5,recent_wins_5,avg_finish,finish_std,race_count,avg_grid,grid_std,avg_fastest_lap,avg_pitstops,podium_count,podium_rate,win_count,win_rate,dnf_count,dnf_rate,track_avg_finish,track_race_count,track_avg_grid,track_avg_fastest_lap,track_podium_count,track_podium_rate,track_encoded,driver_encoded,track_type_encoded,wet_dry_encoded,grid_advantage,consistency_score,performance_momentum,quali_vs_race_gap,finished_position_clean
British Grand Prix,2023,Carlos SAINZ,SAI,55,Silverstone,circuit,dry,91.366,98.48748,32.03894118,39.52609804,27.20166667,1,5,10,6.75,4.5,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,9,3,7.666666667,90.10133333,0,0,17,2,0,0,1.390931373,0.181443344,0.057651992,5,10
Canadian Grand Prix,2023,Carlos SAINZ,SAI,55,Montreal,circuit,dry,75.911,80.72863235,22.43354412,25.86834783,32.43410145,1,8,5,6.25,7,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.5,2,12.33333333,76.419,0,0,13,2,0,0,0.875771605,0.181443344,0.118448637,-3,5
Dutch Grand Prix,2023,Carlos SAINZ,SAI,55,Zandvoort,circuit,wet,74.934,84.60171212,29.79351429,30.00349296,26.19276056,5,6,5,6,7.5,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.666666667,3,8.333333333,74.28633333,0,0,23,2,0,1,1.162909836,0.181443344,0.14884696,-1,5
Hungarian Grand Prix,2023,Carlos SAINZ,SAI,55,Hungaroring,circuit,dry,82.584,84.51313433,30.82395652,30.31163768,23.90676812,2,11,8,6,6.666666667,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,9.333333333,3,9.333333333,81.27166667,0,0,3,2,0,0,0.639076577,0.181443344,0.14884696,-3,8
Italian Grand Prix,2023,Carlos SAINZ,SAI,55,Monza,circuit,dry,85.501,86.49912245,28.65516,29.83082,28.4184,1,1,3,7,6,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6,3,6.333333333,83.48666667,1,0.333333333,14,2,0,0,6.448863636,0.181443344,0.027253669,2,3
Japanese Grand Prix,2023,Carlos SAINZ,SAI,55,Suzuka,circuit,dry,96.187,102.94298,38.14946154,45.33763462,19.9875,2,6,6,6.2,5.333333333,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.666666667,3,7.333333333,93.71133333,1,0.333333333,21,2,0,0,1.162909836,0.181443344,0.124528302,0,6
Las Vegas Grand Prix,2023,Carlos SAINZ,SAI,55,Las Vegas,street,dry,95.984,103.8164468,30.62577083,35.55518367,40.57657143,2,2,6,5.4,5.666666667,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,4.5,2,2,95.9295,1,0.5,7,2,1,0,3.37797619,0.181443344,0.221802935,4,6
Mexico City Grand Prix,2023,Carlos SAINZ,SAI,55,Mexico City,circuit,dry,82.539,86.05354412,30.75673913,33.45955714,22.62315714,2,2,4,5.6,5,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.333333333,3,3.333333333,80.92466667,1,0.333333333,10,2,0,0,3.37797619,0.181443344,0.197484277,2,4
Miami Grand Prix,2023,Carlos SAINZ,SAI,55,Miami,street,dry,91.362,92.56618182,31.78623214,35.08782143,25.94155357,1,3,5,5.4,5.333333333,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6.333333333,3,4,90.99766667,0,0,11,2,1,0,2.288306452,0.181443344,0.221802935,2,5
Monaco Grand Prix,2023,Carlos SAINZ,SAI,55,Monte Carlo,circuit,wet,76.449,84.33192,22.07437662,39.88657143,22.55828571,2,5,8,4.8,5,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7,3,6.333333333,75.05433333,1,0.333333333,12,2,0,1,1.390931373,0.181443344,0.29475891,3,8
Saudi Arabian Grand Prix,2023,Carlos SAINZ,SAI,55,Jeddah,street,dry,92.822,97.874125,36.07616327,30.85320408,31.26159184,1,5,6,5.8,5.666666667,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7,2,5.5,92.644,0,0,6,2,1,0,1.390931373,0.181443344,0.173165618,1,6
Singapore Grand Prix,2023,Carlos SAINZ,SAI,55,Singapore,street,dry,97.666,101.7589667,30.4427377,43.77413115,28.9652459,1,1,1,5.8,6.333333333,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6,3,5.5,96.39666667,1,0.333333333,18,2,1,0,6.448863636,0.181443344,0.173165618,0,1
Spanish Grand Prix,2023,Carlos SAINZ,SAI,55,Catalunya,circuit,dry,78.403,80.0062381,24.37735385,32.02623077,24.19063077,2,2,5,4.8,5,1,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,8.333333333,3,8.666666667,78.753,0,0,2,2,0,0,3.37797619,0.181443344,0.29475891,3,5
São Paulo Grand Prix,2023,Carlos SAINZ,SAI,55,Interlagos,circuit,wet,74.406,76.68783333,20.7372029,39.45421429,18.54931429,4,8,6,5,4,1,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,9.5,2,12.33333333,77.43,0,0,5,2,0,1,0.875771605,0.181443344,0.270440252,-2,6
United States Grand Prix,2023,Carlos SAINZ,SAI,55,Austin,circuit,dry,100.034,101.7058491,28.16578182,40.74952727,33.48647273,2,4,3,5.2,4,1,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,2.5,2,5.333333333,99.37466667,2,1,0,2,0,0,1.730182927,0.181443344,0.246121593,-1,3
Abu Dhabi Grand Prix,2024,Carlos SAINZ,SAI,55,Yas Marina Circuit,circuit,dry,87.765,89.260125,18.36978947,38.36478947,32.84654386,1,3,2,4.2,4.666666667,2,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,10,2,9.5,88.6085,1,0.5,22,2,0,0,2.288306452,0.181443344,0.367714885,-1,2
Australian Grand Prix,2024,Carlos SAINZ,SAI,55,Melbourne,street,dry,80.031,82.6816,28.81126316,18.43061404,35.88914035,2,2,1,3.4,3.666666667,3,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6.5,2,5.666666667,80.249,1,0.5,9,2,1,0,3.37797619,0.181443344,0.464989518,-1,1
Austrian Grand Prix,2024,Carlos SAINZ,SAI,55,Spielberg,circuit,wet,69.282,70.86394118,18.19554286,31.65508571,21.46187143,2,4,3,3.4,2,3,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,4.5,2,8.666666667,69.081,1,0.5,20,2,0,1,1.730182927,0.181443344,0.464989518,-1,3
Azerbaijan Grand Prix,2024,Carlos SAINZ,SAI,55,Baku,street,dry,106.866,108.1193617,38.9239375,43.86320833,25.69141667,1,3,18,3,2,4,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,8.666666667,3,3,105.3376667,1,0.333333333,1,2,1,0,2.288306452,0.181443344,0.513626834,15,18
Bahrain Grand Prix,2024,Carlos SAINZ,SAI,55,Sakhir,circuit,dry,94.507,96.22938889,31.45139286,41.79042857,23.70875,2,4,3,5.4,7.333333333,4,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,3.5,2,5.333333333,96.197,1,0.5,15,2,0,0,1.730182927,0.181443344,0.221802935,-1,3
Belgian Grand Prix,2024,Carlos SAINZ,SAI,55,Spa-Francorchamps,circuit,dry,106.364,108.7151463,31.83004651,48.15395349,29.35472093,2,8,6,5.4,8,4,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,12,2,9,108.525,0,0,19,2,0,0,0.875771605,0.181443344,0.221802935,-2,6
British Grand Prix,2024,Carlos SAINZ,SAI,55,Silverstone,circuit,wet,88.293,94.6815625,31.46401961,38.42760784,26.10205882,3,7,5,6.2,9,3,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,9,3,7.666666667,90.10133333,0,0,17,2,0,1,0.999119718,0.181443344,0.124528302,-2,5
Canadian Grand Prix,2024,Carlos SAINZ,SAI,55,Montreal,circuit,wet,78.957,91.15297959,27.05743137,28.81711765,35.70994118,2,12,,7,4.666666667,2,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.5,2,12.33333333,76.419,0,0,13,2,0,1,0.586260331,0.181443344,0.027253669,,25
Chinese Grand Prix,2024,Carlos SAINZ,SAI,55,Shanghai,circuit,dry,99.764,108.5284815,28.6846,32.65347273,47.37810909,1,7,5,8,5.5,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.5,2,11,98.2715,0,0,16,2,0,0,0.999119718,0.181443344,-0.094339623,-2,5
Dutch Grand Prix,2024,Carlos SAINZ,SAI,55,Zandvoort,circuit,dry,74.117,75.6752,25.97028169,27.4418169,22.53412676,1,10,5,4.75,5,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.666666667,3,8.333333333,74.28633333,0,0,23,2,0,0,0.702351485,0.181443344,0.300838574,-5,5
Emilia Romagna Grand Prix,2024,Carlos SAINZ,SAI,55,Imola,circuit,dry,80.22,81.28360656,26.06491935,28.37122581,27.21591935,1,5,5,5.25,5,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6.5,2,5.5,80.028,0,0,4,2,0,0,1.390931373,0.181443344,0.240041929,0,5
Hungarian Grand Prix,2024,Carlos SAINZ,SAI,55,Hungaroring,circuit,dry,81.441,83.73383582,30.60317391,29.88195652,23.75682609,2,4,6,5,5,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,9.333333333,3,9.333333333,81.27166667,0,0,3,2,0,0,1.730182927,0.181443344,0.270440252,2,6
Italian Grand Prix,2024,Carlos SAINZ,SAI,55,Monza,circuit,dry,83.219,84.35670588,27.94205769,28.78307692,28.02492308,1,5,4,5.25,5.333333333,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6,3,6.333333333,83.48666667,1,0.333333333,14,2,0,0,1.390931373,0.181443344,0.240041929,-1,4
Japanese Grand Prix,2024,Carlos SAINZ,SAI,55,Suzuka,circuit,dry,93.841,98.02812245,35.65906,43.30013462,19.05790385,3,4,3,5,5,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.666666667,3,7.333333333,93.71133333,1,0.333333333,21,2,0,0,1.730182927,0.181443344,0.270440252,-1,3
Las Vegas Grand Prix,2024,Carlos SAINZ,SAI,55,Las Vegas,street,dry,95.875,97.98544681,28.66720408,33.10977551,36.84644898,2,2,3,4.6,4.333333333,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,4.5,2,2,95.9295,1,0.5,7,2,1,0,3.37797619,0.181443344,0.319077568,1,3
Mexico City Grand Prix,2024,Carlos SAINZ,SAI,55,Mexico City,circuit,dry,80.137,84.76468116,30.59671429,32.71188571,21.67105714,1,1,1,4.2,3.333333333,2,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.333333333,3,3.333333333,80.92466667,1,0.333333333,10,2,0,0,6.448863636,0.181443344,0.367714885,0,1
Miami Grand Prix,2024,Carlos SAINZ,SAI,55,Miami,street,dry,90.928,95.40305455,32.74530357,36.34908929,26.69219643,1,3,5,3.4,2.333333333,3,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6.333333333,3,4,90.99766667,0,0,11,2,1,0,2.288306452,0.181443344,0.464989518,2,5
Monaco Grand Prix,2024,Carlos SAINZ,SAI,55,Monte Carlo,circuit,dry,74.726,78.52307895,20.66511688,36.9765974,20.99336842,1,3,3,3.2,3,3,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7,3,6.333333333,75.05433333,1,0.333333333,12,2,0,0,2.288306452,0.181443344,0.489308176,0,3
Qatar Grand Prix,2024,Carlos SAINZ,SAI,55,Lusail,circuit,dry,83.465,93.11149057,35.24657143,31.48014286,29.048375,3,7,6,3,3,4,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6,1,7,83.465,0,0,8,2,0,0,0.999119718,0.181443344,0.513626834,-1,6
Singapore Grand Prix,2024,Carlos SAINZ,SAI,55,Singapore,street,dry,96.561,98.70236667,29.30995082,41.90777049,27.78406557,1,10,7,3.6,4.666666667,3,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6,3,5.5,96.39666667,1,0.333333333,18,2,1,0,0.702351485,0.181443344,0.44067086,-3,7
Spanish Grand Prix,2024,Carlos SAINZ,SAI,55,Catalunya,circuit,wet,78.539,80.13514286,24.12012308,32.37113846,24.20366154,2,6,6,4.4,5.333333333,2,1,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,8.333333333,3,8.666666667,78.753,0,0,2,2,0,1,1.162909836,0.181443344,0.343396226,0,6
São Paulo Grand Prix,2024,Carlos SAINZ,SAI,55,Interlagos,circuit,wet,84.201,91.24777143,23.85325,47.67786486,20.99451351,2,14,,5.4,6.333333333,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,9.5,2,12.33333333,77.43,0,0,5,2,0,1,0.503102837,0.181443344,0.221802935,,25
United States Grand Prix,2024,Carlos SAINZ,SAI,55,Austin,circuit,dry,97.763,101.8153889,27.50836364,40.5236,34.07581818,1,3,2,5.5,6.5,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,2.5,2,5.333333333,99.37466667,2,1,0,2,0,0,2.288306452,0.181443344,0.209643606,-1,2
Australian Grand Prix,2025,Carlos SAINZ,SAI,55,Melbourne,street,wet,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,10,,5.25,4,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6.5,2,5.666666667,80.249,1,0.5,9,2,1,1,0.702351485,0.181443344,0.240041929,,25
Austrian Grand Prix,2025,Carlos SAINZ,SAI,55,Spielberg,circuit,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,19,,5,2,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,4.5,2,8.666666667,69.081,1,0.5,20,2,0,0,0.371400524,0.181443344,0.270440252,,25
Azerbaijan Grand Prix,2025,Carlos SAINZ,SAI,55,Baku,street,dry,103.972,109.6596531,38.8755102,43.99564,27.08092,1,2,3,4,2,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,8.666666667,3,3,105.3376667,1,0.333333333,1,2,1,0,3.37797619,0.181443344,0.392033543,1,3
Bahrain Grand Prix,2025,Carlos SAINZ,SAI,55,Sakhir,circuit,dry,96.954,101.2543171,33.65461364,44.35988636,25.48034091,3,8,,2.5,3,2,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,3.5,2,5.333333333,96.197,1,0.5,15,2,0,0,0.875771605,0.181443344,0.57442348,,25
Belgian Grand Prix,2025,Carlos SAINZ,SAI,55,Spa-Francorchamps,circuit,wet,106.073,115.7097073,33.87776744,51.2272093,31.251,2,15,18,2.5,3,2,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,12,2,9,108.525,0,0,19,2,0,1,0.469784768,0.181443344,0.57442348,3,18
British Grand Prix,2025,Carlos SAINZ,SAI,55,Silverstone,circuit,wet,90.645,113.2422041,36.40672549,46.15490196,31.18490196,2,11,12,10.5,10.5,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,9,3,7.666666667,90.10133333,0,0,17,2,0,1,0.639076577,0.181443344,-0.398322851,1,12
Canadian Grand Prix,2025,Carlos SAINZ,SAI,55,Montreal,circuit,wet,74.389,77.79767188,22.17669118,25.06541176,32.51673529,4,17,10,11,15,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.5,2,12.33333333,76.419,0,0,13,2,0,1,0.414839181,0.181443344,-0.459119497,-7,10
Chinese Grand Prix,2025,Carlos SAINZ,SAI,55,Shanghai,circuit,dry,96.779,98.29122222,26.54283636,29.72261818,42.35456364,1,15,10,10.75,13.33333333,1,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.5,2,11,98.2715,0,0,16,2,0,0,0.469784768,0.181443344,-0.428721174,-5,10
Dutch Grand Prix,2025,Carlos SAINZ,SAI,55,Zandvoort,circuit,dry,73.808,80.16610448,28.96560563,28.89273239,24.43898592,4,9,13,12.5,10.66666667,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.666666667,3,8.333333333,74.28633333,0,0,23,2,0,0,0.779532967,0.181443344,-0.641509434,4,13
Emilia Romagna Grand Prix,2025,Carlos SAINZ,SAI,55,Imola,circuit,dry,79.836,86.58188333,27.808,30.47353226,29.28562903,2,6,8,12.6,11,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6.5,2,5.5,80.028,0,0,4,2,0,0,1.162909836,0.181443344,-0.653668763,2,8
Hungarian Grand Prix,2025,Carlos SAINZ,SAI,55,Hungaroring,circuit,dry,79.79,82.75928788,30.17439706,29.75258824,23.31717647,2,13,14,10.6,10.33333333,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,9.333333333,3,9.333333333,81.27166667,0,0,3,2,0,0,0.541507634,0.181443344,-0.41048218,1,14
Italian Grand Prix,2025,Carlos SAINZ,SAI,55,Monza,circuit,dry,81.74,83.7752549,27.68905769,28.64932692,27.82257692,1,13,11,11,11.66666667,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6,3,6.333333333,83.48666667,1,0.333333333,14,2,0,0,0.541507634,0.181443344,-0.459119497,-2,11
Japanese Grand Prix,2025,Carlos SAINZ,SAI,55,Suzuka,circuit,dry,91.106,93.80290196,33.45859615,42.51855769,18.19411538,1,12,14,11.2,11,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.666666667,3,7.333333333,93.71133333,1,0.333333333,21,2,0,0,0.586260331,0.181443344,-0.483438155,2,14
Mexico City Grand Prix,2025,Carlos SAINZ,SAI,55,Mexico City,circuit,dry,80.098,82.78803175,29.77524242,32.38748485,21.50415152,3,7,17,12,13,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7.333333333,3,3.333333333,80.92466667,1,0.333333333,10,2,0,0,0.999119718,0.181443344,-0.580712788,10,17
Miami Grand Prix,2025,Carlos SAINZ,SAI,55,Miami,street,wet,90.703,93.6248125,32.12475758,35.54693939,26.31984848,1,6,9,12.8,14,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6.333333333,3,4,90.99766667,0,0,11,2,1,1,1.162909836,0.181443344,-0.677987421,3,9
Monaco Grand Prix,2025,Carlos SAINZ,SAI,55,Monte Carlo,circuit,dry,73.988,79.41094521,20.90016,37.2056,21.3164,2,11,10,13,13.33333333,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7,3,6.333333333,75.05433333,1,0.333333333,12,2,0,0,0.639076577,0.181443344,-0.70230608,-1,10
Saudi Arabian Grand Prix,2025,Carlos SAINZ,SAI,55,Jeddah,street,dry,92.466,97.5439375,36.64546939,30.30546939,30.96606122,1,6,8,12.2,12,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,7,2,5.5,92.644,0,0,6,2,1,0,1.162909836,0.181443344,-0.605031447,2,8
Singapore Grand Prix,2025,Carlos SAINZ,SAI,55,Singapore,street,wet,94.963,98.36866102,29.24025,41.6958,27.68143333,1,,10,11.6,9,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,6,3,5.5,96.39666667,1,0.333333333,18,2,1,1,,0.181443344,-0.532075472,,10
Spanish Grand Prix,2025,Carlos SAINZ,SAI,55,Catalunya,circuit,dry,79.317,83.37608065,25.52786154,34.02069231,25.29567692,3,18,14,10.8,9.333333333,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,8.333333333,3,8.666666667,78.753,0,0,2,2,0,0,0.39191989,0.181443344,-0.434800839,-4,14
São Paulo Grand Prix,2025,Carlos SAINZ,SAI,55,Interlagos,circuit,dry,73.683,78.0979697,20.10244776,40.57198507,17.67359701,1,15,13,10.2,10.66666667,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,9.5,2,12.33333333,77.43,0,0,5,2,0,0,0.469784768,0.181443344,-0.361844864,-2,13
United States Grand Prix,2025,Carlos SAINZ,SAI,55,Austin,circuit,dry,100.327,100.76725,27.16125,39.787,33.819,0,9,,11,12.33333333,0,0,7.224137931,4.511362277,58,7.09375,4.658900851,87.58553968,1.769230769,13,0.224137931,3,0.051724138,7,0.120689655,2.5,2,5.333333333,99.37466667,2,1,0,2,0,0,0.779532967,0.181443344,-0.459119497,,25
Abu Dhabi Grand Prix,2023,Charles LECLERC,LEC,16,Yas Marina Circuit,circuit,dry,88.199,89.60610909,18.87455357,38.40975439,33.04138596,2,2,2,0,0,0,0,4.534482759,2.885021921,58,4.955223881,3.487783162,88.06927692,1.686567164,26,0.448275862,3,0.051724138,9,0.155172414,2.5,2,8,88.1085,2,1,22,3,0,0,2.359630419,0.257398805,0.819314642,0,2
Australian Grand Prix,2023,Charles LECLERC,LEC,16,Melbourne,street,dry,87.358,92.7507681,29.63299877,34.03018252,26.8594909,0,7,,2,2,1,0,4.534482759,2.885021921,58,4.955223881,3.487783162,88.06927692,1.686567164,26,0.448275862,3,0.051724138,9,0.155172414,5,2,6.333333333,82.542,1,0.5,9,3,1,0,0.697918856,0.257398805,0.457943925,,25
Austrian Grand Prix,2023,Charles LECLERC,LEC,16,Spielberg,circuit,wet,68.82,71.03089552,18.7027,31.71554286,21.85927143,3,2,2,2,2,1,0,4.534482759,2.885021921,58,4.955223881,3.487783162,88.06927692,1.686567164,26,0.448275862,3,0.051724138,9,0.155172414,5.333333333,3,3.333333333,69.05633333,2,0.666666667,20,3,0,1,2.359630419,0.257398805,0.457943925,0,2
Azerbaijan Grand Prix,2023,Charles LECLERC,LEC,16,Baku,street,dry,104.561,108.2034286,38.88982,44.20434,26.37672,1,1,3,2,2,2,0,4.534482759,2.885021921,58,4.955223881,3.487783162,88.06927692,1.686567164,26,0.448275862,3,0.051724138,9,0.155172414,4.666666667,3,4,105.3006667,2,0.666666667,1,3,1,0,4.504748982,0.257398805,0.457943925,2,3
Bahrain Grand Prix,2023,Charles LECLERC,LEC,16,Sakhir,circuit,dry,97.17,98.54558333,32.49918919,42.958,24.20905263,2,3,,2.333333333,2.5,3,0,4.534482759,2.885021921,58,4.955223881,3.487783162,88.06927692,1.686567164,26,0.448275862,3,0.051724138,9,0.155172414,4,2,2.666666667,95.79733333,0,0,15,3,0,0,1.598459316,0.257398805,0.397715472,,25
